Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
2563,17-09-2024,23,153496,17657.88823,4,315971,Urban,25.6,240.7,57.5,Summer,Weekday,Local_Festival,20313.53,286.12,538.5,9107.15,46.5,25.1,7.8,14.2,3,41,2000,5956.1,5.83,11.806327,70.068845,Medium,158,23.89,68.2,Highway,Good,1,1,42,Landslide,306.99,,,
2564,15-12-2024,82,373954,17717.69989,4,476626,Urban,22.6,134.3,49.4,Winter,Weekday,None,51721.65,360.17,2940.38,7692.66,57.4,23.8,17.8,5.2,2,45,2000,2622.8,4.2,34.582277,71.609718,Low,206,19.04,91.9,Main_Road,Good,1,0,36.7,None,747.91,,,
2565,17-12-2024,46,356667,13937.91793,5,371033,Urban,35.8,139.2,41.4,Monsoon,Weekend,None,49139.53,104.03,2492.09,7905.48,68,12.2,17.2,13.2,3,14,2000,2119.6,5.7,13.730561,79.704164,Medium,358,45.92,20.4,Highway,Average,0,0,18,None,713.33,,,
2566,08-01-2024,83,114955,2718.445852,4,175306,Urban,20.3,97.7,47.1,Summer,Weekend,None,15087.65,409.08,2123.8,14508.05,64.6,26.3,19.2,6.6,2,49,3000,3636,5.77,34.655778,86.101209,Low,216,14.27,85.7,Main_Road,Average,0,0,17.7,None,229.91,,,
2567,15-11-2024,28,156628,9139.778763,4,358934,Urban,42,182.1,66.1,Winter,Weekday,None,20741.97,428.91,3259.97,2663.73,65.9,23.1,18.8,15,5,14,8000,7487.9,2.32,34.440112,91.091549,Low,136,21.19,176.4,Main_Road,Poor,0,0,41.4,None,313.26,,,
2568,17-05-2024,26,360281,1747.640637,4,378496,Urban,26.6,202.7,74.6,Summer,Weekday,None,49676.84,442.88,2718.02,3414.78,51.3,20.3,19,12.8,3,32,5000,1655.4,5.11,12.953526,87.431173,Medium,73,25.08,138.5,Residential,Good,0,0,44.9,None,720.56,,,
2569,07-02-2024,10,417546,12201.10246,2,110215,Rural,35.9,48.2,93.7,Summer,Weekend,National_Festival,58249.73,433.49,2730.32,8720.46,50.4,27.5,9.8,14.2,5,29,2000,2725.5,3.43,27.372539,83.065282,Medium,4,10.05,11.4,Residential,Average,0,0,49.2,None,835.09,,,
2570,20-04-2024,47,217338,22707.95473,5,240553,Rural,32.1,169.7,44,Monsoon,Weekday,None,29132.02,159.18,3043.89,7725.76,47.7,15.6,12.3,8.4,6,30,5000,990.1,5.75,16.309048,78.522697,Low,373,54.51,23.7,Main_Road,Poor,1,0,24.2,Heatwave,434.68,,,
2571,07-08-2024,4,139308,555.198074,5,281567,Urban,16.6,139.5,43.3,Monsoon,Weekend,None,18379.29,266.3,2073.97,6878,48.9,24.3,9.8,14.9,2,24,8000,5166.7,5.87,12.928534,84.052369,Medium,214,5.98,155.9,Main_Road,Good,0,0,10.5,None,278.62,,,
2572,02-12-2024,55,205288,7032.647,6,203382,Urban,36.3,234.6,37.6,Winter,Weekend,None,27449.49,158.1,2642.76,6755.4,60.6,28.5,12.4,11,4,29,2000,1450.3,2.45,27.804583,85.711701,Medium,40,37.79,101.6,Highway,Good,0,0,34.3,Heatwave,410.58,,,
2573,10-08-2024,66,297456,20096.54798,5,216508,Urban,38.7,163.6,91,Summer,Weekend,National_Festival,40526,439.81,205.7,9393.33,68.1,23.7,18.7,11.9,6,24,8000,3178,2.1,28.057002,85.720762,Low,493,52.72,174.6,Residential,Good,0,0,46,None,594.91,,,
2574,15-05-2024,67,380831,741.5904286,6,108207,Rural,44.5,128.9,54.8,Monsoon,Weekend,None,52755.59,454.66,2438.51,11859.56,63.6,18.8,16.4,6.4,6,32,5000,5248.7,2.36,17.441601,86.404989,Low,268,30.67,128.4,Highway,Good,0,0,42.1,None,761.66,,,
2575,12-09-2024,7,419407,749.2492076,7,373787,Urban,27.5,158.7,90.1,Monsoon,Weekday,National_Festival,58526.9,338.75,3050.21,5788.54,46.1,28.2,8,14.3,3,49,8000,5597.3,4.01,25.551845,71.804076,High,423,45.32,12.8,Main_Road,Average,1,0,32.1,None,838.81,,,
2576,25-12-2024,55,114602,15465.05536,3,487803,Urban,30.1,147.2,87.8,Winter,Weekday,National_Festival,15039.62,113.89,3268,7635.29,46.4,20.7,16.2,9.4,5,31,5000,4594.3,2.67,15.743847,92.972331,Low,427,34.11,114.6,Residential,Good,1,0,51.1,None,229.2,,,
2577,24-11-2024,80,219529,19835.39404,3,127319,Rural,41.2,280.6,32.9,Summer,Weekday,National_Festival,29439.93,60.86,513.66,11028.35,52.2,19.3,13.9,10.8,6,26,8000,1317.4,2,28.038088,75.496118,Medium,432,47.13,22.3,Residential,Average,0,0,14.6,Flood,439.06,,,
2578,18-02-2024,31,303784,19524.38273,5,123095,Urban,23.1,93.6,48.2,Winter,Weekend,National_Festival,41429.97,452.69,3495.78,6484.39,69.7,26.1,9,8.8,5,25,3000,5987.3,5.76,30.171933,96.023466,Low,245,11.61,141.2,Main_Road,Average,1,0,24.9,Landslide,607.57,,,
2579,18-10-2024,74,367315,19599.66151,6,168060,Urban,20.7,11.2,49.7,Winter,Weekday,Local_Festival,50734.98,181.33,2240.39,3576,42.5,15.8,17.5,8.8,2,6,2000,1970.5,5.03,19.41522,82.166286,Medium,265,0.65,59.6,Highway,Good,0,0,26.4,None,734.63,,,
2580,19-11-2024,19,329437,9344.655448,6,92890,Urban,19,198.6,48,Winter,Weekday,None,45145.11,326.57,979.2,2657.69,50.4,23.5,18.5,12.4,5,23,3000,5499.6,3.43,15.99978,76.605356,Low,421,17.13,52.1,Highway,Good,1,0,27.9,Heatwave,658.87,,,
2581,18-03-2024,28,119124,22126.74153,7,145736,Rural,44.3,181.2,57.6,Summer,Weekday,National_Festival,15648.02,409.4,1026.03,1179.7,45.2,26,11.3,10,5,47,2000,6588.6,5.74,12.348225,93.687373,Low,50,36.32,146.4,Highway,Good,1,1,10.8,None,238.25,,,
2582,14-04-2024,81,251921,814.4722342,4,188080,Urban,23.1,273,62.5,Summer,Weekday,Local_Festival,34003.55,335.99,2538.92,10555.67,44.5,17.8,5.2,7.3,6,2,8000,2939,2.98,36.342103,92.104676,High,266,11.12,169.6,Highway,Good,0,0,50,None,503.84,,,
2583,17-06-2024,28,434904,8148.624051,4,371688,Rural,37.7,35.2,79.3,Winter,Weekday,None,60882.62,494.39,1040.65,4217.43,64.8,21.5,5.7,7.6,5,3,3000,3164.6,2.48,28.143724,96.499784,Low,413,39.65,151.8,Highway,Good,0,0,12.6,None,869.81,,,
2584,04-08-2024,19,207301,8761.098523,7,288096,Urban,28.5,156.8,47.4,Winter,Weekday,Local_Festival,27730.13,289.29,1482.43,8089.52,68.7,17.4,17,7.1,4,49,8000,6657.4,2.04,16.326833,83.08132,High,223,2.27,60.7,Main_Road,Good,1,0,44.8,None,414.6,,,
2585,28-04-2024,87,90802,4556.492583,4,480046,Rural,22.2,45.2,49.4,Winter,Weekday,Local_Festival,11862.33,282.32,3011.27,9696.82,53.8,21.8,5.5,11.1,6,20,8000,5634.6,3.29,14.391569,77.372641,Low,212,54.72,113.1,Main_Road,Poor,1,0,31.4,Landslide,181.6,,,
2586,08-07-2024,20,245324,8737.536338,5,160930,Urban,42.4,136.7,68.9,Summer,Weekday,None,33071.38,310.11,1112.57,10833.43,47.6,25.1,9.3,14.7,6,35,2000,4821.4,5.42,30.361458,72.212508,Low,13,52.63,117.2,Residential,Good,1,0,11.8,None,490.65,,,
2587,11-09-2024,13,359168,14854.16119,7,204348,Urban,28.9,239.8,41.7,Winter,Weekday,None,49511.25,269.1,3238.15,752.4,51.9,19.7,15.2,10.5,4,42,2000,2797.7,3.63,28.68318,69.937677,Medium,158,45.16,68.2,Residential,Average,1,0,50.4,Heatwave,718.34,,,
2588,22-09-2024,77,160194,13246.84316,4,160079,Rural,32,257.2,60.8,Monsoon,Weekend,None,21228.05,389.67,2318.04,4211.21,54.6,29.2,11.2,5.1,2,7,2000,4676.2,3.43,17.788964,96.294294,Low,407,52.79,120,Highway,Average,0,0,10.1,None,320.39,,,
2589,28-05-2024,43,177296,8325.970285,7,498438,Urban,21.7,250.2,46.3,Winter,Weekday,National_Festival,23569.23,469.23,611.5,4336.63,65.5,17,11.5,10.2,4,29,3000,6110.8,3.03,30.285479,83.415445,Medium,286,38.25,147.5,Highway,Good,0,0,38.7,None,354.59,,,
2590,12-06-2024,11,230612,18858.52409,5,436556,Urban,24.7,164.2,42.9,Winter,Weekday,None,31000.31,453.21,893.07,7033.65,52.3,21.1,15,6.5,5,41,3000,1067.4,4.33,24.053319,94.381878,Low,360,5.03,12.1,Highway,Good,1,0,42.1,Cyclone,461.22,,,
2591,19-05-2024,48,404547,18012.36917,3,243591,Rural,37.4,190.2,81.7,Summer,Weekday,Local_Festival,56291.04,249.58,1347.52,7252.88,46.7,18,7,5.5,6,45,3000,4251.2,4.95,27.532416,83.519038,High,83,36.81,89.2,Main_Road,Poor,1,0,14.3,None,809.09,,,
2592,12-12-2024,15,223174,7377.063688,7,304507,Urban,25.3,165.5,76,Summer,Weekday,None,29954.95,464.06,3162.87,3537.21,53,21.7,15.8,12.2,2,46,5000,1768.7,3.45,8.133128,91.944877,Medium,320,32.42,140.1,Highway,Poor,1,0,40.8,Flood,446.35,,,
2593,14-09-2024,17,378555,8419.095623,4,365188,Rural,30.2,168.4,46.2,Monsoon,Weekday,None,52411.68,76.55,1995.6,2771.61,49.8,20.1,8.2,10.9,6,50,5000,7978,5.65,11.030672,93.404671,Low,444,29.27,44.4,Residential,Average,0,0,48.2,None,757.11,,,
2594,25-09-2024,54,47262,7544.244866,7,331328,Urban,18.4,265.5,57,Winter,Weekday,None,6117.95,279.99,197.03,12579.86,57.2,18.1,10.4,11,4,37,8000,3886.2,2.12,33.903884,81.661751,Low,321,33.79,172.5,Highway,Average,0,0,41.9,None,94.52,,,
2595,29-06-2024,50,383358,3656.85358,5,493298,Urban,40.5,62.8,40,Summer,Weekday,None,53134.63,256.75,2379.5,7545.95,40.8,15.8,14.9,10.1,2,43,8000,2005.7,3.04,14.503696,85.969883,Low,226,56.06,164.3,Main_Road,Good,0,1,32.9,Heatwave,766.72,,,
2596,08-06-2024,28,111435,18943.15025,7,257398,Urban,37.1,131.6,33.5,Summer,Weekend,None,14615.13,109.61,729.15,2353.17,53.1,23.7,10.1,13.2,6,4,5000,3191,4.85,12.612721,77.980852,Medium,205,23.16,67.6,Highway,Good,1,0,23.9,Cyclone,222.87,,,
2597,16-12-2024,83,91314,1633.774508,3,333777,Rural,37.8,183,68,Summer,Weekday,Local_Festival,11929.59,491.64,494.29,7091.78,57.7,17.3,7.7,12,2,30,2000,994.3,4.27,12.733514,95.541662,Medium,211,38.94,57.5,Residential,Poor,1,1,34.2,None,182.63,,,
2598,14-10-2024,4,195664,4189.222106,4,218033,Urban,20.3,229.6,53.6,Summer,Weekday,None,26115.63,479.46,1292.75,12240.77,69,23,9,10.5,2,39,3000,4603.3,5.67,33.592939,84.70251,Low,263,51.23,32.7,Highway,Good,1,0,24.5,Heatwave,391.33,,,
2599,14-10-2024,22,169998,3079.960685,5,337512,Urban,29.9,228.6,43.5,Summer,Weekday,None,22569.68,5.89,2868.47,4910.41,55.5,20.1,7.1,5.7,6,4,8000,6045,2.71,34.612835,79.492589,Low,451,56.44,118,Highway,Average,1,0,32.6,Flood,340,,,
2600,13-08-2024,86,353431,20720.8049,7,339189,Urban,15.8,35.2,37.4,Summer,Weekend,National_Festival,48651.7,271.17,3466.9,2797.14,41,11.5,14.2,10.4,6,48,2000,5949.1,2.23,19.620166,76.303287,Medium,346,18.83,23.1,Main_Road,Average,1,0,39.4,None,706.86,,,
2601,11-01-2024,39,124318,1578.208627,6,234259,Urban,24.5,66.6,74.2,Winter,Weekend,None,16346.24,80.37,3327.72,11467.08,54.8,16.9,12,14.2,5,23,8000,7157.6,3.39,27.699716,78.793961,Low,415,27.21,20.7,Highway,Average,1,0,43.1,None,248.64,,,
2602,10-01-2024,34,397278,16783.3686,7,488351,Urban,25.4,273.5,47.6,Summer,Weekend,National_Festival,55207.18,173.14,394.4,557.4,59.9,26.3,9.7,11.5,4,33,5000,4766.4,3.72,31.696754,86.845812,High,433,40.26,48.3,Residential,Poor,0,1,32.5,Flood,794.56,,,
2603,27-09-2024,97,392102,1589.627661,2,382063,Urban,42.4,107.3,89,Winter,Weekday,None,54436.03,169.26,1702.59,8610.4,67.6,25.3,5.1,13.7,4,16,2000,5989.6,5.93,36.63241,72.510016,Medium,77,8.85,103.9,Main_Road,Good,1,0,39.3,None,784.2,,,
2604,29-09-2024,44,22528,19767.8634,3,421534,Urban,44.8,0.8,42.5,Winter,Weekday,None,2900.8,175.43,1252.44,10718.23,53.3,28.2,9,12.6,3,8,3000,5973.4,3.57,29.486071,68.196131,Low,377,37.98,56.5,Residential,Good,1,0,51.5,Heatwave,45.06,,,
2605,01-07-2024,42,5068,22861.49512,2,404025,Urban,33.5,59.9,45.8,Monsoon,Weekday,None,649.99,289.7,501.63,6995.15,53.2,11.4,12.1,10.7,3,25,8000,1699.9,3.02,35.375585,95.359468,Medium,444,3.6,126.5,Main_Road,Poor,1,0,53.2,Flood,10.14,,,
2606,01-06-2024,40,336397,12427.65756,7,373405,Rural,30.5,290.9,85.4,Monsoon,Weekend,None,46160.19,259.67,683.36,532.35,57.6,25.3,16.3,10.4,3,39,2000,4823.2,5.94,26.87013,70.424647,High,25,57.76,168.5,Residential,Average,1,0,44.6,None,672.79,,,
2607,10-11-2024,97,347898,20211.27412,2,367608,Rural,28.2,92.9,67.2,Monsoon,Weekday,None,47841.21,234.79,1896.47,12593.97,42,19.9,7.3,9.9,4,13,5000,6392.4,5.95,8.947635,75.687189,Medium,357,42.6,179.9,Residential,Good,0,0,28,Flood,695.8,,,
2608,29-11-2024,12,180040,17807.05805,6,151454,Urban,15.5,184.1,37,Winter,Weekend,None,23946.41,263.46,878.31,10608.24,40.7,18.5,12.6,10.9,3,48,8000,6230.1,5.03,26.734144,93.663522,Medium,271,2.98,25.7,Main_Road,Average,1,0,12.5,None,360.08,,,
2609,03-05-2024,2,358082,19993.06466,7,439190,Urban,39,218,65.7,Winter,Weekend,None,49350.43,301.11,900.71,712.85,47.8,17.7,8.9,11,5,43,8000,3844.3,4.68,24.154419,89.091801,High,21,42.99,132.6,Residential,Good,0,0,38.4,None,716.16,,,
2610,23-04-2024,28,446839,19285.99239,5,201814,Urban,35.2,194,50,Winter,Weekend,None,62674.67,129.86,2157.34,6739.47,57.1,19.7,10.3,10,4,14,5000,914.5,5.11,25.002606,89.24661,Low,228,5.69,82.9,Residential,Average,0,0,35.1,Heatwave,893.68,,,
2611,04-10-2024,74,495395,5531.513152,6,204322,Urban,34.5,113.3,77.9,Summer,Weekday,None,70160.04,408.57,605.48,4951.1,41.6,25.6,19.5,13.8,2,39,8000,4691.1,4.07,9.259395,86.702192,Medium,268,5.47,95,Highway,Average,0,0,51.7,None,990.79,,,
2612,31-07-2024,86,47129,12739.19575,7,445793,Rural,39.3,129.1,35.1,Monsoon,Weekday,National_Festival,6100.67,278.39,1394.39,14175.19,68.4,28.4,13.8,13.3,5,14,5000,5107.3,2.72,15.276012,73.515912,Medium,462,1.19,50.2,Main_Road,Good,1,0,31.3,None,94.26,,,
2613,20-06-2024,81,259935,24030.14758,5,447521,Urban,42.8,251.4,89.7,Summer,Weekday,None,35144.21,135.49,822.86,7116.79,67.9,28,6.3,11.8,6,50,5000,5363.4,3.98,19.366984,87.689311,Medium,429,20.33,33.9,Main_Road,Good,1,0,28.7,Flood,519.87,,,
2614,14-10-2024,90,381140,8916.557142,6,103202,Urban,26.7,198.8,61.1,Monsoon,Weekday,Local_Festival,52803.54,90.01,1424.88,1961.03,61.9,14.1,12.2,8.6,3,15,2000,6940.6,4.03,35.049738,76.710552,Low,90,1.14,101.2,Highway,Good,0,0,31.7,None,762.28,,,
2615,22-06-2024,67,230760,24276.93372,2,142276,Urban,27.8,7,77.7,Monsoon,Weekday,Local_Festival,31020.82,384.04,1008.13,161.76,46.5,24,17.4,11.9,6,39,2000,6964.4,5.38,22.589942,80.876856,Medium,280,16.14,177.6,Residential,Poor,0,0,40.9,None,461.52,,,
2616,22-04-2024,71,66321,14787.46193,3,458167,Rural,44.3,61,75.8,Summer,Weekend,None,8620.72,265.34,2243.01,8232.86,68.1,29.5,14.4,9.3,6,3,3000,7128.2,2.85,12.297685,85.694061,Low,123,35.4,144.3,Highway,Good,1,0,23.7,Heatwave,132.64,,,
2617,01-05-2024,72,16526,11809.47973,6,462748,Rural,34.9,85.9,41.6,Winter,Weekend,Local_Festival,2125.01,96.52,887.59,4324.25,69.7,22.1,6,13.3,3,44,2000,5539.2,4.39,26.909791,77.373099,Low,485,56.9,12.5,Residential,Good,0,0,17.7,None,33.05,,,
2618,01-02-2024,84,228524,16615.05789,3,390282,Urban,40.5,109.6,87.2,Monsoon,Weekend,National_Festival,30707.9,419.99,841.73,4756.12,65.6,17.1,15.6,8.4,6,11,2000,548.6,5.96,13.808558,68.671848,Low,374,54.37,119.7,Highway,Average,0,0,42.6,None,457.05,,,
2619,09-08-2024,76,244583,20488.05969,4,400218,Rural,21.6,173.1,45.1,Winter,Weekday,None,32967.86,351.93,391.64,12668.37,66.4,25.9,7.2,6.8,4,26,3000,4714.4,3.63,33.266005,88.210103,Low,462,55.15,164.6,Main_Road,Poor,1,0,19.4,None,489.17,,,
2620,28-04-2024,99,489780,10158.09979,7,352972,Urban,24.5,110,42.4,Summer,Weekday,None,69288.12,167,456.84,4246.13,66.2,27.1,19.7,8.4,2,29,5000,2604.9,5.7,29.058899,68.871078,Low,389,52.68,113.2,Residential,Good,0,0,47.6,None,979.56,,,
2621,08-02-2024,81,162781,1307.37729,4,68330,Rural,26.7,247.5,63.8,Monsoon,Weekend,None,21582.73,142.43,2884.58,8184.31,43.8,11.2,14.5,10.2,2,6,2000,3706.7,3.7,14.289154,73.50211,Medium,458,9.82,118.2,Highway,Good,0,0,25.5,None,325.56,,,
2622,24-09-2024,92,112535,17865.7543,7,194314,Urban,24.5,142.2,94,Winter,Weekday,None,14762.29,114.03,2608.66,7422.48,53.7,16.8,11,13.8,3,46,8000,1500.3,5.82,26.95379,91.9668,Low,187,33.2,153.1,Main_Road,Poor,1,0,22.9,None,225.07,,,
2623,20-08-2024,10,20063,23926.08622,3,346484,Rural,41.5,150.7,50.4,Monsoon,Weekday,None,2581.77,40.36,493.6,4800.5,48.2,22.1,17.6,10.9,5,1,5000,5623.1,2.06,32.81409,74.965991,Medium,318,29.63,139,Residential,Good,1,1,18.4,None,40.13,,,
2624,18-01-2024,86,140795,15812.17293,6,406612,Urban,30.3,128.2,92.7,Winter,Weekday,None,18579.85,472.42,2601.08,8872.81,63.2,26.7,9.9,7.2,6,32,3000,5003.8,2.82,27.411188,93.296251,Medium,395,43.23,77,Highway,Good,0,0,18.9,Flood,281.59,,,
2625,28-05-2024,57,9213,5116.154724,4,110989,Urban,43.6,93.1,58.3,Winter,Weekday,None,1182.74,478.82,1612.63,9740.26,44,15.3,9.3,10.4,5,21,2000,4512.6,4.4,18.62349,91.773539,Low,240,35.64,5.6,Residential,Average,0,0,34.9,None,18.43,,,
2626,28-05-2024,97,289941,6581.942038,3,325967,Urban,24.6,217.4,84.3,Winter,Weekday,None,39434.43,205.22,1168.12,4131.38,62.3,28.2,8.2,6.8,4,44,3000,3662,5.99,35.770394,91.36545,Low,201,46.9,54.9,Residential,Good,0,0,47,Flood,579.88,,,
2627,05-05-2024,86,237842,22788.89261,2,132119,Urban,16.1,68.9,64.4,Summer,Weekday,None,32016.52,51.22,1723.3,3591.36,55.7,17.1,16.2,7.4,6,41,2000,3333.1,2.34,8.205632,86.478383,Low,492,52.42,175.4,Highway,Good,1,0,31.3,None,475.68,,,
2628,28-10-2024,37,89946,832.2713423,2,429209,Urban,19.1,206.8,43.3,Monsoon,Weekday,None,11747.71,173.72,706.84,4650.23,49.1,15.2,19.8,14,2,26,3000,3693.7,2.84,10.179381,85.649916,Medium,89,47.23,139.1,Highway,Good,0,1,42.5,None,179.89,,,
2629,25-12-2024,77,93918,13944.2933,2,381748,Rural,21.5,158.9,87.2,Winter,Weekend,None,12275.36,183.2,771.39,4511.5,60.3,10,15.2,11.5,5,37,8000,5240.4,4.08,16.571684,79.452676,Medium,99,14.04,71.9,Highway,Average,1,0,39.1,None,187.84,,,
2630,25-08-2024,91,181289,4387.602307,4,320425,Urban,34.2,30.7,34.7,Summer,Weekday,None,24119.88,133.52,1852.51,3704.67,41.2,15.6,8.4,12.7,6,34,8000,1858.4,2.3,18.275928,74.229801,Low,375,33.6,30.1,Main_Road,Average,1,0,8,Flood,362.58,,,
2631,14-05-2024,64,466499,7427.728663,7,121734,Urban,20.4,5.4,74.4,Winter,Weekday,None,65687.28,54.67,2548.56,14596.19,40.2,24.6,17,9.6,2,8,8000,726.5,5.59,26.396382,71.883013,High,92,0.61,164,Highway,Good,1,0,46.9,None,933,,,
2632,30-05-2024,79,28655,8021.050413,5,137951,Urban,26.4,50.8,84,Winter,Weekday,National_Festival,3693.8,55.26,2771.99,5419.13,42.1,22.5,17.9,6.1,3,45,2000,3285.9,5.98,18.876768,82.766104,Low,143,16.04,92.6,Main_Road,Average,1,0,50.7,None,57.31,,,
2633,23-08-2024,86,494100,5872.42732,2,301100,Urban,38.9,228.3,84.1,Summer,Weekday,Local_Festival,69953.29,469.61,3334.62,236.01,55.6,18.8,13.2,14.8,4,8,2000,1576,2.05,29.648046,89.228513,Low,33,37.57,69.7,Residential,Good,1,1,28.6,None,988.2,,,
2634,11-08-2024,94,214062,19912.62554,5,91051,Rural,18.7,115.4,72.6,Summer,Weekday,None,28670.94,398.32,1130.95,10305.13,67.1,23.4,19.2,6.6,3,32,8000,5293.4,2.69,15.523357,70.361348,Medium,181,19.62,155.5,Highway,Good,1,0,36.9,None,428.12,,,
2635,21-07-2024,40,148659,8639.124762,5,142215,Rural,17.4,241.5,46.3,Monsoon,Weekend,None,19649.32,120.43,1431.26,3647.47,54.5,20.4,19.4,7.3,4,26,2000,4800.6,5.01,12.30683,84.952126,Medium,63,51.8,85.2,Highway,Good,0,0,37.6,Flood,297.32,,,
2636,12-09-2024,98,289699,8964.382286,3,307767,Rural,31.2,150.6,64.6,Summer,Weekday,None,39399.17,358.06,2845.39,6129.57,63.2,18.5,11,13.6,6,33,8000,7974.2,5.8,26.027705,80.522095,Medium,363,50.59,172.1,Residential,Poor,1,0,15.1,None,579.4,,,
2637,26-03-2024,60,33071,11598.66694,3,442370,Rural,35.9,9.8,70.9,Winter,Weekend,None,4267.43,32.95,1561.05,10711.45,62.9,12.6,7,14.3,2,34,3000,549.7,3.23,14.06712,77.211492,High,342,15.7,142.5,Residential,Poor,1,0,36.4,Flood,66.14,,,
2638,29-05-2024,98,287383,22606.23457,7,107283,Rural,42.3,253.8,87.8,Summer,Weekday,Local_Festival,39070.22,130.41,3048,7293.16,64.7,17.7,15.9,7.5,4,49,3000,5286,3.97,17.855699,87.213764,Low,119,1.61,82.5,Residential,Good,0,0,13.6,None,574.77,,,
2639,22-08-2024,48,128441,17360.23928,4,109309,Urban,34.9,280.9,40.4,Summer,Weekday,None,16903.97,346.29,1528.79,10744.72,51,11.8,10.9,12.1,4,43,5000,3647.7,5.28,10.864999,86.466997,Medium,341,51.62,118.8,Residential,Average,1,1,8.1,None,256.88,,,
2640,10-12-2024,99,364282,2012.867752,4,455564,Urban,43.4,22.3,60.2,Winter,Weekday,None,50280.64,314.11,676.56,14058.24,43.1,22.2,10.5,10.5,6,32,3000,7934.2,3.9,33.747706,90.199343,Low,471,56.22,98.8,Main_Road,Average,0,1,22.8,None,728.56,,,
2641,22-01-2024,19,316295,1461.917065,3,375479,Rural,22.3,62.5,51.7,Winter,Weekday,Local_Festival,43231.86,314.35,586.63,806.02,42,27.4,9.8,10.1,4,38,3000,5429.5,5.9,11.963521,77.358894,Medium,497,21.12,88.8,Highway,Good,0,1,28.4,Heatwave,632.59,,,
2642,13-12-2024,72,7203,14376.53612,6,355268,Urban,25.3,214.7,57.8,Monsoon,Weekday,None,924.24,190.18,2767.66,1451.77,47,12.6,14.5,9.3,5,3,2000,6120,5.6,31.53383,72.653304,Low,41,21.54,151.5,Main_Road,Good,0,0,48.5,None,14.41,,,
2643,11-10-2024,33,149707,22232.98376,2,394653,Rural,40.2,299.2,41.9,Winter,Weekday,None,19794.11,164.58,1910.89,5727.95,65,23.5,13.2,6.5,5,29,2000,7748.1,4.44,12.729877,95.173926,Low,393,25.22,149.1,Main_Road,Good,0,0,30.2,Heatwave,299.41,,,
2644,25-09-2024,44,188643,8419.661162,2,177211,Rural,39.3,262.9,44.1,Summer,Weekend,None,25142.36,200.11,2096.57,2165.7,48.8,14.3,13.8,6.5,2,16,8000,1343,2.39,21.770604,96.782821,High,262,47.29,89.5,Highway,Good,0,1,44.7,Flood,377.29,,,
2645,14-09-2024,92,137216,6570.409808,3,437104,Urban,34.9,29.7,80,Summer,Weekend,Local_Festival,18093.1,146.63,2073.11,8880.65,46.9,13.8,5.5,13.7,6,10,5000,7104.1,2.3,21.432858,78.457929,Low,428,57.62,147.1,Highway,Average,0,1,18.7,None,274.43,,,
2646,29-01-2024,37,430915,18830.68061,5,397702,Urban,30.2,182.2,61.1,Winter,Weekday,National_Festival,60279.41,47.07,1905.27,14539.29,49.7,25.9,18.3,10.2,3,37,2000,2752.2,5.63,24.579905,73.988242,Medium,186,9.19,33.1,Main_Road,Average,0,0,53.6,None,861.83,,,
2647,31-07-2024,89,220691,15251.23848,4,102466,Urban,15.5,199.6,63.4,Monsoon,Weekday,None,29603.8,104.64,139.8,10752.61,54.6,21.1,11.2,7.7,6,46,3000,3361.4,3.98,10.541479,75.777247,High,395,42.33,138.8,Highway,Average,1,1,44.3,None,441.38,,,
2648,09-10-2024,36,358807,14343.16989,5,493153,Rural,23.4,189.2,88.3,Monsoon,Weekday,None,49458.1,27.73,1379.25,10805.7,64.9,28.8,13.9,5.3,3,27,8000,7026.8,2.55,24.510905,92.8865,Medium,114,21.31,68,Main_Road,Average,0,0,44.9,None,717.61,,,
2649,19-02-2024,81,396988,4157.879379,5,74459,Rural,19.8,170.4,45.6,Winter,Weekday,None,55165.27,89.77,1984.15,4166.58,56.9,29.6,16.6,14.4,3,31,3000,4854.2,4.34,9.156573,96.438299,Low,119,43.2,27.2,Highway,Good,0,0,43.9,None,793.98,,,
2650,04-04-2024,88,279357,4811.052307,2,357220,Urban,16.5,87.7,51.4,Summer,Weekday,None,37914.96,145.57,3185.91,8869.57,44.9,23.1,9.5,12.7,6,17,3000,4846.4,4.4,36.442336,85.710468,Low,5,7.76,15.8,Highway,Good,0,0,11,None,558.71,,,
2651,28-03-2024,21,21944,7403.80051,2,60080,Rural,38.3,200.6,50.1,Winter,Weekend,Local_Festival,2825.28,176.93,968.61,9450.91,43.6,18.1,9.3,11.1,4,25,3000,3582.2,5,29.337851,83.245906,Low,324,55.68,124.4,Main_Road,Average,0,0,50.4,None,43.89,,,
